valid_time,latitude,longitude,t2m,number,expver
2002-03-11 00:00:00,-23.0,-46.75,297.5116,0,0001
2002-03-11 00:00:00,-23.0,-46.5,296.40613,0,0001
2002-03-11 00:00:00,-23.0,-46.25,294.94324,0,0001
2002-03-11 00:00:00,-23.0,-46.0,294.84167,0,0001
2002-03-11 00:00:00,-23.0,-45.75,295.65808,0,0001
2002-03-11 00:00:00,-23.0,-45.5,295.787,0,0001
2002-03-11 00:00:00,-23.0,-45.25,296.12878,0,0001
2002-03-11 00:00:00,-23.0,-45.0,295.7069,0,0001
2002-03-11 00:00:00,-23.0,-44.75,296.1698,0,0001
2002-03-11 00:00:00,-23.0,-44.5,297.59167,0,0001
2002-03-11 00:00:00,-23.0,-44.25,298.05847,0,0001
2002-03-11 00:00:00,-23.0,-44.0,299.99597,0,0001
2002-03-11 00:00:00,-23.0,-43.75,301.24792,0,0001
2002-03-11 00:00:00,-23.0,-43.5,300.6659,0,0001
2002-03-11 00:00:00,-23.0,-43.25,300.203,0,0001
2002-03-11 00:00:00,-23.0,-43.0,300.05652,0,0001
2002-03-11 01:00:00,-19.0,-48.0,298.40063,0,0001
2002-03-11 01:00:00,-19.0,-47.75,298.17017,0,0001
2002-03-11 01:00:00,-19.0,-47.5,297.76196,0,0001
2002-03-11 01:00:00,-19.0,-47.25,297.60376,0,0001
2002-03-11 01:00:00,-19.0,-47.0,297.15454,0,0001
2002-03-11 01:00:00,-19.0,-46.75,296.80493,0,0001
2002-03-11 01:00:00,-19.0,-46.5,296.8147,0,0001
2002-03-11 01:00:00,-19.0,-46.25,296.6565,0,0001
2002-03-11 01:00:00,-19.0,-46.0,296.2307,0,0001
2002-03-11 01:00:00,-19.0,-45.75,296.26392,0,0001
2002-03-11 01:00:00,-19.0,-45.5,297.1936,0,0001
2002-03-11 01:00:00,-19.0,-45.25,298.3811,0,0001
2002-03-11 01:00:00,-19.0,-45.0,298.11157,0,0001
2002-03-11 01:00:00,-19.0,-44.75,297.6643,0,0001
2002-03-11 01:00:00,-19.0,-44.5,296.99048,0,0001
2002-03-11 01:00:00,-19.0,-44.25,297.0432,0,0001
2002-03-11 01:00:00,-19.0,-44.0,296.70142,0,0001
2002-03-11 01:00:00,-19.0,-43.75,295.4983,0,0001
2002-03-11 01:00:00,-19.0,-43.5,294.36353,0,0001
2002-03-11 01:00:00,-19.0,-43.25,294.6897,0,0001
2002-03-11 01:00:00,-19.0,-43.0,295.9182,0,0001
