valid_time,bnds,latitude,longitude,valid_time_bnds,stl1,stl2,lblt
2002-03-11 11:30:00,0,-21.5,-45.5,2002-03-11 00:00:00,23.906214,23.715387,22.653742
2002-03-11 11:30:00,0,-21.5,-45.25,2002-03-11 00:00:00,23.308405,23.153528,21.151697
2002-03-11 11:30:00,0,-21.5,-45.0,2002-03-11 00:00:00,22.955866,22.76266,17.510798
2002-03-11 11:30:00,0,-21.5,-44.75,2002-03-11 00:00:00,22.827448,22.593409,21.711145
2002-03-11 11:30:00,0,-21.5,-44.5,2002-03-11 00:00:00,23.064417,22.68307,22.928644
2002-03-11 11:30:00,0,-21.5,-44.25,2002-03-11 00:00:00,22.881952,22.480127,22.668818
2002-03-11 11:30:00,0,-21.5,-44.0,2002-03-11 00:00:00,22.596796,22.216944,19.4649
2002-03-11 11:30:00,0,-21.5,-43.75,2002-03-11 00:00:00,22.785273,22.381983,18.723108
2002-03-11 11:30:00,0,-21.5,-43.5,2002-03-11 00:00:00,23.723444,23.228174,23.133295
2002-03-11 11:30:00,0,-21.5,-43.25,2002-03-11 00:00:00,24.964228,24.387018,24.242914
2002-03-11 11:30:00,0,-21.5,-43.0,2002-03-11 00:00:00,25.740046,25.09112,25.03222
2002-03-11 11:30:00,0,-21.75,-48.0,2002-03-11 00:00:00,26.479303,25.814753,25.217371
2002-03-11 11:30:00,0,-21.75,-47.75,2002-03-11 00:00:00,26.168177,25.531946,25.03399
2002-03-11 11:30:00,0,-21.75,-47.5,2002-03-11 00:00:00,26.04455,25.414515,23.571466
2002-03-11 11:30:00,0,-21.75,-47.25,2002-03-11 00:00:00,25.904596,25.327448,21.461847
2002-03-11 11:30:00,0,-21.75,-47.0,2002-03-11 00:00:00,25.162317,24.687952,21.44848
2002-03-11 11:30:00,0,-21.75,-46.75,2002-03-11 00:00:00,23.659632,23.329798,22.86291
2002-03-11 11:30:00,0,-21.75,-46.5,2002-03-11 00:00:00,22.557917,22.346155,22.155725
2002-03-11 11:30:00,0,-21.75,-46.25,2002-03-11 00:00:00,22.612848,22.450983,21.753809
2002-03-11 11:30:00,0,-21.75,-46.0,2002-03-11 00:00:00,23.157038,22.999903,23.102045
2002-03-11 11:30:00,0,-21.75,-45.75,2002-03-11 00:00:00,23.454798,23.267145,23.224756
2002-03-11 11:30:00,0,-21.75,-45.5,2002-03-11 00:00:00,23.571833,23.324427,22.808496
2002-03-11 11:30:00,0,-21.75,-45.25,2002-03-11 00:00:00,23.415339,23.116175,20.929834
2002-03-11 11:30:00,0,-21.75,-45.0,2002-03-11 00:00:00,23.408258,23.022272,16.896814
2002-03-11 11:30:00,0,-21.75,-44.75,2002-03-11 00:00:00,22.763147,22.38531,16.924494
2002-03-11 11:30:00,0,-21.75,-44.5,2002-03-11 00:00:00,22.5086,22.139307,17.276117
2002-03-11 11:30:00,0,-21.75,-44.25,2002-03-11 00:00:00,22.340052,22.016413,18.721613
2002-03-11 11:30:00,0,-21.75,-44.0,2002-03-11 00:00:00,22.49322,22.173548,18.766535
2002-03-11 11:30:00,0,-21.75,-43.75,2002-03-11 00:00:00,23.277643,22.906641,20.516413
2002-03-11 11:30:00,0,-21.75,-43.5,2002-03-11 00:00:00,24.296991,23.85406,23.68786
2002-03-11 11:30:00,0,-21.75,-43.25,2002-03-11 00:00:00,24.586634,24.153955,23.920984
2002-03-11 11:30:00,0,-21.75,-43.0,2002-03-11 00:00:00,25.094599,24.580866,20.637903
2002-03-11 11:30:00,0,-22.0,-48.0,2002-03-11 00:00:00,25.830378,25.179255,24.700556
2002-03-11 11:30:00,0,-22.0,-47.75,2002-03-11 00:00:00,25.70495,25.076807,24.712824
2002-03-11 11:30:00,0,-22.0,-47.5,2002-03-11 00:00:00,25.929255,25.280573,24.64248
2002-03-11 11:30:00,0,-22.0,-47.25,2002-03-11 00:00:00,26.0274,25.378077,23.966425
2002-03-11 11:30:00,0,-22.0,-47.0,2002-03-11 00:00:00,25.700068,25.096338,23.98031
2002-03-11 11:30:00,0,-22.0,-46.75,2002-03-11 00:00:00,24.388636,23.936731,23.829096
2002-03-11 11:30:00,0,-22.0,-46.5,2002-03-11 00:00:00,22.809198,22.523981,19.197443
2002-03-11 11:30:00,0,-22.0,-46.25,2002-03-11 00:00:00,22.179163,21.988672,22.202448
